TransactionID,TransactionTime,TransactionAmount,CardHash,CardType,CardNetwork,IssuingBank,DeviceType,DeviceHash,IPAddress,EmailDomain,Browser,OSType,ScreenResolution,Latitude,Longitude,IsProxy,ProductCategory,MerchantID,MerchantCategory,TransactionCountry,IsFraud,FraudProbability,ProcessingTime
9479,2023-04-02 22:32:00,129.84,card_000057,visa,Amex,BoA,tablet,dev_02427,13.122.83.127,gmail.com,Firefox,iOS,1366x768,60.896082,151.437404,True,Sports,merchant_01436,gift_cards,BR,False,0.0083,259
9739,2023-04-02 23:07:00,8073.71,card_000155,mastercard,Visa,American Express,mobile,dev_01694,103.121.24.138,disposable.com,Firefox,iOS,1366x768,15.453448,-81.720511,True,Digital Content,merchant_03106,online_retail,AU,True,0.7376,937
5087,2023-04-03 00:15:00,6.73,card_000137,debit,Visa,Deutsche Bank,mobile,dev_03645,36.200.180.235,hotmail.com,Safari,macOS,1024x768,8.551737,-114.849678,True,Books,merchant_08016,hotel,BR,False,0.1535,171
9731,2023-04-03 03:56:00,7762.17,card_000092,visa,Visa,Deutsche Bank,mobile,dev_00740,127.185.5.201,gmail.com,IE,iOS,1920x1080,41.819185,-60.282013,False,Digital Content,merchant_07189,dating_apps,IN,True,0.6012,691
8627,2023-04-03 04:04:00,18.7,card_000112,mastercard,Discover,Capital One,mobile,dev_01431,67.38.167.45,company.com,Firefox,Linux,1024x768,-18.143411,-80.543135,True,Books,merchant_06789,utilities,US,False,0.1306,425
8444,2023-04-03 05:39:00,87.51,card_000118,mastercard,Amex,BoA,tablet,dev_00071,64.66.67.227,hotmail.com,Chrome,Windows,2560x1440,-41.087093,148.3916,True,Toys,merchant_05768,dating_apps,NG,False,0.1749,76
4998,2023-04-03 07:18:00,6.91,card_000031,visa,Discover,Citibank,mobile,dev_03592,228.186.70.174,outlook.com,Opera,iOS,2560x1440,73.788439,-7.302278,False,Beauty,merchant_09187,grocery,CN,False,0.0098,67
752,2023-04-03 12:03:00,69.19,card_000154,visa,Amex,American Express,mobile,dev_01723,253.46.184.244,hotmail.com,Opera,Windows,2560x1440,89.450895,79.256686,True,Electronics,merchant_06226,insurance,JP,False,0.0574,254
704,2023-04-03 12:14:00,34.22,card_000111,credit,Mastercard,Wells Fargo,tablet,dev_04549,217.191.2.244,yahoo.com,Safari,Windows,2560x1440,-8.624413,174.889916,False,Home & Garden,merchant_07738,cryptocurrency,JP,False,0.0,475
927,2023-04-03 15:08:00,44.73,card_000120,debit,Amex,Discover,mobile,dev_03529,246.8.39.52,company.com,Firefox,macOS,2560x1440,14.838314,-112.827565,True,Home & Garden,merchant_07652,hotel,IN,False,0.0376,428
2912,2023-04-03 15:13:00,48.04,card_000045,visa,Amex,Deutsche Bank,tablet,dev_01601,28.154.164.127,outlook.com,Safari,Windows,1366x768,-5.917843,-38.833867,True,Digital Content,merchant_07104,electronics,CN,False,0.1448,164
3898,2023-04-03 16:50:00,45.37,card_000135,mastercard,Mastercard,Citibank,tablet,dev_01682,120.136.29.237,gmail.com,Opera,Android,2560x1440,39.122013,103.563065,True,Toys,merchant_06591,utilities,SG,False,0.1467,140
1048,2023-04-03 17:27:00,12.33,card_000111,visa,Mastercard,Chase,desktop,dev_02578,109.186.250.226,hotmail.com,Opera,Windows,1024x768,54.144484,47.564074,False,Sports,merchant_05225,travel,AU,False,0.1007,450
9024,2023-04-03 20:41:00,44.69,card_000118,credit,Visa,Deutsche Bank,mobile,dev_01047,225.94.238.5,company.com,IE,macOS,1366x768,-74.124759,-135.560455,False,Books,merchant_00242,utilities,JP,False,0.0846,63
539,2023-04-03 21:15:00,19.73,card_000023,credit,Visa,Citibank,mobile,dev_01352,148.29.43.146,company.com,Edge,Windows,2560x1440,-38.60842,11.367863,True,Food & Grocery,merchant_08156,dating_apps,NG,False,0.1021,396
8196,2023-04-03 21:49:00,1.73,card_000122,debit,Discover,Capital One,desktop,dev_02860,47.74.231.71,yahoo.com,Safari,iOS,1024x768,-18.310718,3.761123,True,Home & Garden,merchant_08310,healthcare,MX,False,0.0716,201
7314,2023-04-03 22:20:00,37.14,card_000040,credit,Mastercard,American Express,mobile,dev_01127,145.139.177.46,hotmail.com,Chrome,Android,1366x768,-83.709184,-147.375726,False,Home & Garden,merchant_03592,insurance,BR,False,0.1185,288
8310,2023-04-03 23:09:00,22.38,card_000086,visa,Discover,Citibank,desktop,dev_00891,231.210.185.206,outlook.com,Chrome,Windows,1366x768,32.099966,157.265453,True,Beauty,merchant_00368,travel,NG,False,0.0496,473
2439,2023-04-03 23:37:00,12.08,card_000084,debit,Amex,Chase,mobile,dev_02131,104.142.147.53,yahoo.com,Firefox,macOS,1366x768,-27.368845,-111.569251,True,Home & Garden,merchant_02787,healthcare,US,False,0.1304,335
3031,2023-04-04 00:32:00,16.4,card_000121,credit,Discover,BoA,mobile,dev_02651,244.110.178.42,gmail.com,Safari,Android,1024x768,81.986561,-67.172189,True,Toys,merchant_07097,entertainment,RU,False,0.1805,297
461,2023-04-04 00:42:00,7.89,card_000082,visa,Mastercard,Discover,tablet,dev_02690,5.68.1.243,gmail.com,Chrome,macOS,2560x1440,11.715356,97.785688,False,Beauty,merchant_08816,electronics,CN,False,0.0998,498
1207,2023-04-04 01:00:00,110.88,card_000171,amex,Discover,Deutsche Bank,desktop,dev_03588,44.189.251.168,company.com,Safari,Linux,1366x768,-48.137747,38.770525,True,Services,merchant_00841,entertainment,GB,False,0.0805,86
8146,2023-04-04 01:53:00,242.25,card_000095,amex,Mastercard,American Express,tablet,dev_01756,245.28.209.7,hotmail.com,Chrome,Android,1920x1080,9.275006,-159.052989,True,Books,merchant_04873,electronics,AU,False,0.0917,239
9541,2023-04-04 02:50:00,5.38,card_000155,debit,Visa,Deutsche Bank,tablet,dev_02445,247.69.106.100,gmail.com,Safari,Linux,2560x1440,22.879561,-164.802076,False,Beauty,merchant_03078,dating_apps,IN,False,0.0375,249
5434,2023-04-04 03:08:00,8.94,card_000017,amex,Amex,US Bank,mobile,dev_02461,54.3.254.181,hotmail.com,Safari,Windows,1440x900,-82.266589,-49.520911,False,Toys,merchant_09121,hotel,KR,False,0.1343,205
6090,2023-04-04 03:16:00,39.06,card_000095,debit,Visa,BoA,mobile,dev_04820,185.25.130.237,yahoo.com,Edge,Windows,1920x1080,-60.247979,141.576882,True,Clothing,merchant_08308,gas_station,CA,False,0.078,148
3567,2023-04-04 03:22:00,12.36,card_000058,credit,Mastercard,Deutsche Bank,mobile,dev_01693,52.198.238.229,gmail.com,Safari,macOS,1024x768,30.456721,-136.219639,False,Services,merchant_02239,gas_station,AU,False,0.0531,326
9055,2023-04-04 04:44:00,5.69,card_000064,debit,Visa,HSBC,tablet,dev_04239,78.65.3.166,hotmail.com,IE,iOS,1024x768,-56.598827,137.848596,False,Home & Garden,merchant_07988,insurance,MX,False,0.0232,261
6003,2023-04-04 04:51:00,9.4,card_000181,credit,Visa,Capital One,desktop,dev_02896,9.239.217.49,yahoo.com,IE,Windows,1024x768,84.969362,-32.054118,False,Digital Content,merchant_05912,grocery,NG,False,0.0633,77
5382,2023-04-04 06:30:00,129.08,card_000199,mastercard,Discover,Wells Fargo,desktop,dev_02610,116.144.135.60,hotmail.com,Firefox,Linux,2560x1440,-87.120115,-32.018286,False,Electronics,merchant_08633,insurance,JP,False,0.1717,72
6341,2023-04-04 07:16:00,17.58,card_000156,mastercard,Discover,Discover,desktop,dev_02715,108.164.211.1,yahoo.com,IE,macOS,1440x900,54.586803,122.795662,False,Home & Garden,merchant_04128,dating_apps,AU,False,0.1381,277
3287,2023-04-04 07:35:00,17.71,card_000008,mastercard,Amex,Wells Fargo,desktop,dev_01777,46.126.65.137,hotmail.com,Safari,Linux,1366x768,35.375543,2.596925,False,Toys,merchant_01944,gift_cards,MX,False,0.0482,238
7024,2023-04-04 08:54:00,724.5,card_000159,credit,Visa,Capital One,desktop,dev_01533,171.177.208.44,yahoo.com,Chrome,Linux,2560x1440,21.568787,156.406743,True,Home & Garden,merchant_02860,insurance,RU,False,0.0774,83
1096,2023-04-04 09:04:00,14.76,card_000073,credit,Discover,HSBC,desktop,dev_01505,150.31.95.76,yahoo.com,Firefox,Android,1440x900,-36.688182,26.022173,True,Clothing,merchant_00249,streaming,CN,False,0.0884,66
1573,2023-04-04 09:04:00,55.65,card_000156,amex,Amex,Deutsche Bank,desktop,dev_02333,149.229.29.161,yahoo.com,Firefox,Windows,2560x1440,60.965503,29.585065,True,Clothing,merchant_04573,dating_apps,KR,False,0.0498,259
1649,2023-04-04 09:25:00,25.83,card_000078,amex,Mastercard,Capital One,mobile,dev_00821,110.141.91.125,company.com,IE,Android,1024x768,-83.827498,72.841836,False,Sports,merchant_07208,online_retail,JP,False,0.0558,229
2618,2023-04-04 09:41:00,9.4,card_000097,visa,Discover,US Bank,tablet,dev_03348,215.245.192.132,outlook.com,Opera,Android,2560x1440,-88.633545,26.16141,True,Toys,merchant_00782,dating_apps,DE,False,0.1434,230
5611,2023-04-04 10:33:00,197.31,card_000179,amex,Discover,Citibank,desktop,dev_00285,91.73.18.239,gmail.com,IE,Android,2560x1440,71.677659,119.924834,True,Books,merchant_02490,online_retail,AU,False,0.0064,398
552,2023-04-04 11:09:00,12.45,card_000024,credit,Mastercard,Capital One,desktop,dev_02960,191.190.121.141,yahoo.com,Opera,iOS,1920x1080,1.270736,-112.348663,True,Books,merchant_09860,electronics,US,False,0.0154,350
1160,2023-04-04 11:47:00,4.44,card_000129,credit,Mastercard,Wells Fargo,desktop,dev_04905,11.175.197.201,company.com,Safari,Android,1024x768,6.784583,58.904899,True,Home & Garden,merchant_07953,travel,NG,False,0.1568,146
4931,2023-04-04 13:29:00,14.13,card_000184,credit,Amex,Citibank,desktop,dev_04702,108.179.13.144,yahoo.com,Firefox,iOS,1366x768,9.906666,-127.291684,False,Clothing,merchant_07393,dining,MX,False,0.0391,72
985,2023-04-04 13:36:00,34.48,card_000169,visa,Discover,American Express,tablet,dev_02718,176.233.19.15,gmail.com,Firefox,Android,1024x768,0.473421,-87.199744,True,Toys,merchant_06136,dining,DE,False,0.1403,143
7657,2023-04-04 14:39:00,32.21,card_000091,visa,Mastercard,Wells Fargo,mobile,dev_01469,17.199.127.132,hotmail.com,Safari,iOS,1440x900,7.542518,-81.039787,False,Food & Grocery,merchant_07205,entertainment,AU,False,0.1103,313
3134,2023-04-04 14:48:00,20.2,card_000025,visa,Mastercard,Wells Fargo,desktop,dev_01889,161.68.211.65,gmail.com,Safari,Android,1440x900,31.046391,120.899974,True,Food & Grocery,merchant_01743,gas_station,NG,False,0.0368,68
514,2023-04-04 15:54:00,1.98,card_000070,credit,Amex,Chase,tablet,dev_01923,123.248.51.4,gmail.com,Safari,Windows,1024x768,60.92853,109.832515,True,Clothing,merchant_03458,dating_apps,CN,False,0.1646,53
1163,2023-04-04 17:15:00,12.98,card_000195,credit,Discover,BoA,mobile,dev_01437,37.252.198.130,yahoo.com,Firefox,Linux,2560x1440,71.930248,147.896719,True,Books,merchant_00351,gas_station,KR,False,0.1887,198
2824,2023-04-04 18:38:00,16.36,card_000196,visa,Visa,US Bank,tablet,dev_03475,132.197.23.231,outlook.com,Firefox,Android,1366x768,50.437183,115.157567,False,Books,merchant_05035,online_retail,CN,False,0.1931,288
4221,2023-04-04 21:57:00,69.6,card_000125,visa,Visa,Deutsche Bank,tablet,dev_01824,141.65.230.124,yahoo.com,Safari,Windows,1024x768,-79.239316,137.950721,False,Digital Content,merchant_06472,travel,FR,False,0.1348,198
7710,2023-04-04 21:59:00,20.43,card_000080,amex,Amex,Discover,tablet,dev_00740,136.180.234.241,hotmail.com,Firefox,Android,2560x1440,70.360697,-49.042845,False,Food & Grocery,merchant_04649,electronics,CA,False,0.1249,203
7107,2023-04-04 22:30:00,14.45,card_000047,visa,Amex,Discover,mobile,dev_03144,215.182.23.150,gmail.com,Opera,Android,1024x768,42.385106,34.830593,False,Sports,merchant_08050,gift_cards,GB,False,0.1067,385
4030,2023-04-04 22:52:00,10.89,card_000178,mastercard,Discover,Capital One,desktop,dev_03877,229.59.172.169,outlook.com,Firefox,Linux,1920x1080,19.349334,-111.65792,True,Sports,merchant_01133,cryptocurrency,AU,False,0.0765,329
4348,2023-04-05 00:01:00,7.24,card_000100,mastercard,Mastercard,Wells Fargo,tablet,dev_02741,110.192.181.224,hotmail.com,Opera,Linux,1366x768,-37.814718,-60.441793,False,Food & Grocery,merchant_00299,hotel,RU,False,0.1313,83
6359,2023-04-05 02:24:00,46.49,card_000025,credit,Amex,American Express,desktop,dev_03130,174.135.93.98,yahoo.com,Safari,Android,1440x900,-69.357316,156.641847,False,Sports,merchant_01413,streaming,CN,False,0.1709,360
9050,2023-04-05 02:43:00,403.22,card_000044,visa,Discover,HSBC,mobile,dev_03768,94.162.217.137,outlook.com,Edge,Linux,1920x1080,57.366972,142.785481,False,Toys,merchant_06013,dating_apps,IN,False,0.0285,435
5319,2023-04-05 03:49:00,18.99,card_000036,visa,Visa,Chase,tablet,dev_00863,211.247.142.86,hotmail.com,Opera,Windows,1440x900,65.873352,-67.92254,False,Food & Grocery,merchant_03912,dating_apps,AU,False,0.0177,442
1967,2023-04-05 03:50:00,39.32,card_000135,mastercard,Amex,American Express,desktop,dev_00495,124.43.61.81,company.com,Firefox,macOS,2560x1440,-9.442398,150.127816,True,Home & Garden,merchant_09338,electronics,GB,False,0.0936,146
7756,2023-04-05 05:35:00,70.36,card_000111,visa,Discover,Capital One,mobile,dev_04635,101.40.208.177,outlook.com,Safari,macOS,1440x900,20.224515,-163.435071,True,Beauty,merchant_07394,streaming,FR,False,0.1388,470
7384,2023-04-05 07:09:00,23.47,card_000139,credit,Mastercard,Deutsche Bank,tablet,dev_04653,126.246.189.170,outlook.com,Firefox,Linux,1920x1080,63.123457,45.028936,False,Clothing,merchant_06537,dining,RU,False,0.1572,84
4033,2023-04-05 07:52:00,13.45,card_000055,credit,Visa,Chase,mobile,dev_02673,233.13.232.238,gmail.com,Chrome,Linux,1920x1080,42.009113,0.681489,True,Electronics,merchant_04157,streaming,FR,False,0.1492,480
8462,2023-04-05 08:12:00,63.13,card_000133,credit,Discover,Deutsche Bank,tablet,dev_01082,131.195.5.233,hotmail.com,Chrome,iOS,1440x900,-71.967273,158.097541,True,Home & Garden,merchant_09383,dining,FR,False,0.1733,339
6912,2023-04-05 08:37:00,197.03,card_000188,amex,Mastercard,Discover,tablet,dev_02827,250.236.14.89,outlook.com,Firefox,Android,1366x768,-14.693249,64.501229,False,Clothing,merchant_07541,online_retail,FR,False,0.196,76
9120,2023-04-05 09:22:00,13.64,card_000055,debit,Amex,Chase,tablet,dev_02838,117.253.79.28,hotmail.com,Edge,iOS,1024x768,-13.31018,-4.725254,True,Home & Garden,merchant_00937,gas_station,US,False,0.0018,429
8451,2023-04-05 09:25:00,104.15,card_000088,mastercard,Mastercard,HSBC,mobile,dev_03105,150.175.100.61,outlook.com,Safari,Windows,1920x1080,88.918456,28.593259,False,Books,merchant_06944,hotel,AU,False,0.1855,307
4897,2023-04-05 10:45:00,5.06,card_000051,mastercard,Mastercard,BoA,tablet,dev_01730,111.220.60.190,company.com,Firefox,Linux,1366x768,-48.831551,-78.277248,True,Sports,merchant_09646,hotel,AU,False,0.0362,317
9146,2023-04-05 11:00:00,37.71,card_000080,amex,Amex,Wells Fargo,mobile,dev_04543,12.114.83.140,company.com,Opera,Linux,2560x1440,-62.202082,-7.136654,True,Beauty,merchant_03148,utilities,DE,False,0.0463,344
5169,2023-04-05 12:56:00,84.64,card_000082,visa,Mastercard,US Bank,mobile,dev_02660,69.40.205.94,hotmail.com,Safari,Linux,1920x1080,21.528598,-29.887192,True,Food & Grocery,merchant_08274,hotel,MX,False,0.1585,298
4065,2023-04-05 13:00:00,12.64,card_000105,mastercard,Amex,BoA,desktop,dev_04298,99.253.162.67,hotmail.com,IE,Windows,1024x768,-10.806633,-19.393917,False,Sports,merchant_01631,gas_station,CN,False,0.1549,486
1659,2023-04-05 13:53:00,316.53,card_000174,credit,Discover,Wells Fargo,mobile,dev_02991,149.121.217.227,outlook.com,IE,macOS,1440x900,-14.985169,92.626406,True,Beauty,merchant_07975,travel,FR,False,0.0454,500
5950,2023-04-05 14:43:00,21.35,card_000023,visa,Visa,American Express,tablet,dev_01387,195.152.253.61,gmail.com,Firefox,macOS,1440x900,-31.523061,142.803954,True,Food & Grocery,merchant_03748,gas_station,MX,False,0.0843,218
9394,2023-04-05 16:15:00,17.93,card_000018,visa,Visa,HSBC,tablet,dev_04471,154.16.108.94,hotmail.com,Opera,iOS,2560x1440,43.636922,73.772163,True,Digital Content,merchant_03891,cryptocurrency,FR,False,0.019,425
7045,2023-04-05 16:15:00,83.33,card_000086,debit,Discover,Capital One,tablet,dev_01105,187.68.22.218,hotmail.com,IE,macOS,1920x1080,78.035418,-161.4109,False,Home & Garden,merchant_04086,utilities,JP,False,0.0534,127
771,2023-04-05 16:59:00,14.05,card_000164,credit,Visa,BoA,mobile,dev_02954,149.215.201.20,hotmail.com,IE,iOS,2560x1440,-16.599954,139.09693,True,Beauty,merchant_07074,cryptocurrency,SG,False,0.0094,63
6764,2023-04-05 19:14:00,90.46,card_000079,amex,Discover,Chase,mobile,dev_02599,81.80.253.17,hotmail.com,Opera,Linux,2560x1440,28.532637,-140.680408,False,Home & Garden,merchant_03750,healthcare,AU,False,0.1907,236
2015,2023-04-05 19:42:00,64.07,card_000179,visa,Mastercard,Discover,tablet,dev_00433,1.144.61.207,hotmail.com,Firefox,iOS,2560x1440,80.093738,52.715008,True,Books,merchant_01571,insurance,BR,False,0.0432,55
9824,2023-04-05 22:15:00,7393.49,card_000184,mastercard,Discover,Discover,mobile,dev_01668,195.185.57.215,temp_mail.com,Chrome,Windows,1366x768,16.329723,171.996187,True,Digital Content,merchant_02744,gift_cards,NG,True,0.6503,945
6433,2023-04-05 22:59:00,31.43,card_000026,debit,Amex,Chase,tablet,dev_01292,38.155.49.13,company.com,Chrome,macOS,1920x1080,-34.346988,-42.47113,True,Home & Garden,merchant_07109,utilities,RU,False,0.0996,473
9850,2023-04-05 23:12:00,4580.31,card_000087,debit,Visa,Wells Fargo,mobile,dev_01492,102.136.211.10,disposable.com,Firefox,Android,1920x1080,-32.289452,-159.716359,True,Gift Cards,merchant_05755,online_retail,BR,True,0.6405,862
9722,2023-04-05 23:39:00,1546.62,card_000193,credit,Discover,Chase,mobile,dev_01529,177.199.4.48,gmail.com,IE,Android,1920x1080,52.93871,71.734637,True,Digital Content,merchant_03395,online_retail,CA,True,0.6515,300
3087,2023-04-06 01:21:00,8.32,card_000146,amex,Discover,Discover,mobile,dev_01224,42.72.219.157,outlook.com,IE,Windows,1440x900,13.548113,35.676488,True,Home & Garden,merchant_00559,grocery,GB,False,0.0047,304
558,2023-04-06 02:14:00,15.47,card_000067,debit,Discover,Deutsche Bank,desktop,dev_02659,253.29.5.182,yahoo.com,IE,Android,1366x768,10.320691,-165.967445,False,Electronics,merchant_08804,cryptocurrency,KR,False,0.1334,448
1780,2023-04-06 02:30:00,4.2,card_000173,debit,Amex,Chase,mobile,dev_00712,30.168.81.166,hotmail.com,Opera,iOS,1366x768,36.055144,-107.388013,False,Food & Grocery,merchant_08901,dating_apps,IN,False,0.0859,140
174,2023-04-06 02:58:00,32.14,card_000189,mastercard,Mastercard,Capital One,mobile,dev_03409,235.163.138.39,company.com,Safari,Windows,1024x768,89.62814,-53.743746,True,Books,merchant_03656,insurance,IN,False,0.1534,73
9931,2023-04-06 03:26:00,4061.9,card_000133,mastercard,Discover,Citibank,desktop,dev_01126,162.167.189.189,free_email.com,Safari,Linux,1366x768,69.433811,169.72598,True,Digital Content,merchant_01039,cryptocurrency,CN,True,0.9697,130
3233,2023-04-06 04:56:00,4.2,card_000047,credit,Visa,Wells Fargo,mobile,dev_04503,200.224.83.15,outlook.com,Firefox,iOS,2560x1440,3.877461,53.567505,False,Services,merchant_08087,grocery,JP,False,0.063,382
1420,2023-04-06 06:07:00,183.64,card_000146,visa,Amex,BoA,tablet,dev_03989,69.58.217.32,outlook.com,Chrome,Android,1920x1080,33.61603,62.719068,True,Books,merchant_01260,dating_apps,NG,False,0.0443,98
485,2023-04-06 06:58:00,21.94,card_000101,debit,Mastercard,Citibank,desktop,dev_01914,133.239.236.174,gmail.com,Safari,macOS,2560x1440,-67.477454,126.169781,False,Home & Garden,merchant_07187,online_retail,KR,False,0.0689,335
3723,2023-04-06 07:39:00,71.51,card_000055,mastercard,Visa,BoA,tablet,dev_00706,28.240.0.104,yahoo.com,Opera,Windows,1366x768,89.542499,168.937291,True,Toys,merchant_03294,dating_apps,AU,False,0.1555,253
5697,2023-04-06 07:58:00,44.56,card_000140,visa,Discover,Chase,tablet,dev_03851,168.146.210.184,yahoo.com,Chrome,macOS,1024x768,-46.161431,-58.135646,False,Toys,merchant_02805,online_retail,MX,False,0.1671,473
9119,2023-04-06 08:53:00,5.92,card_000098,mastercard,Visa,American Express,mobile,dev_00873,147.108.159.91,outlook.com,Safari,iOS,1024x768,29.158416,101.705873,True,Digital Content,merchant_08932,healthcare,MX,False,0.1721,51
8069,2023-04-06 09:11:00,14.89,card_000026,mastercard,Discover,Deutsche Bank,mobile,dev_04769,182.45.171.17,hotmail.com,IE,Linux,1024x768,14.565238,-62.731609,False,Services,merchant_03001,travel,MX,False,0.1556,380
1494,2023-04-06 12:49:00,100.65,card_000028,debit,Visa,American Express,mobile,dev_03664,225.213.252.91,company.com,Firefox,Android,1920x1080,44.593817,-21.198181,False,Services,merchant_03530,dining,NG,False,0.1467,499
9449,2023-04-06 14:36:00,8.28,card_000161,credit,Discover,Chase,tablet,dev_03875,225.2.219.113,yahoo.com,Firefox,macOS,2560x1440,38.874921,20.193918,False,Food & Grocery,merchant_04864,gift_cards,KR,False,0.1497,56
6789,2023-04-06 14:38:00,34.56,card_000011,amex,Amex,Wells Fargo,mobile,dev_01852,33.218.93.113,hotmail.com,IE,Windows,1024x768,40.042827,-32.128152,True,Electronics,merchant_04284,hotel,GB,False,0.1397,155
6153,2023-04-06 15:09:00,20.7,card_000055,mastercard,Amex,Chase,desktop,dev_01695,132.210.105.217,gmail.com,Safari,iOS,1440x900,30.459529,165.284588,False,Electronics,merchant_07213,hotel,BR,False,0.104,75
5445,2023-04-06 15:59:00,59.38,card_000185,credit,Discover,Citibank,mobile,dev_00913,79.35.48.48,gmail.com,Opera,Android,1024x768,-59.264022,-170.754856,True,Toys,merchant_06747,online_retail,MX,False,0.052,431
5255,2023-04-06 15:59:00,24.24,card_000079,mastercard,Mastercard,Chase,tablet,dev_04361,24.239.81.253,hotmail.com,IE,Android,1366x768,-17.485796,-1.502764,False,Digital Content,merchant_09224,travel,MX,False,0.0212,208
9625,2023-04-06 16:18:00,39.06,card_000018,debit,Visa,Citibank,tablet,dev_01284,136.150.6.48,yahoo.com,Chrome,iOS,1024x768,64.901465,-26.401198,True,Home & Garden,merchant_04077,streaming,CN,False,0.0964,382
7444,2023-04-06 16:48:00,30.72,card_000064,amex,Amex,BoA,mobile,dev_01231,204.182.158.136,company.com,Edge,Windows,2560x1440,36.401668,-78.784958,True,Sports,merchant_06608,cryptocurrency,RU,False,0.1131,146
8278,2023-04-06 18:14:00,141.98,card_000023,mastercard,Visa,HSBC,mobile,dev_03745,216.7.81.49,yahoo.com,Safari,Linux,1440x900,32.844644,-75.851191,True,Electronics,merchant_01266,grocery,MX,False,0.0108,135
2044,2023-04-06 19:35:00,18.97,card_000001,credit,Mastercard,HSBC,desktop,dev_03250,231.97.61.145,yahoo.com,Edge,Android,1366x768,-49.260449,-11.31127,True,Clothing,merchant_02658,utilities,RU,False,0.085,65
8943,2023-04-06 20:35:00,27.7,card_000086,amex,Discover,American Express,tablet,dev_02030,149.223.139.95,hotmail.com,Firefox,Windows,1024x768,-19.796047,176.339997,True,Electronics,merchant_03012,dining,GB,False,0.1624,392
5791,2023-04-06 21:10:00,18.61,card_000071,debit,Discover,Deutsche Bank,tablet,dev_01747,25.202.201.120,yahoo.com,Safari,Windows,1024x768,-72.928855,171.223242,True,Digital Content,merchant_01454,insurance,SG,False,0.0852,190
8840,2023-04-06 21:48:00,78.58,card_000160,debit,Visa,HSBC,desktop,dev_00051,190.107.180.2,hotmail.com,Safari,macOS,1024x768,-33.537823,11.702064,False,Home & Garden,merchant_05762,healthcare,IN,False,0.1952,125
4668,2023-04-06 21:51:00,1.27,card_000129,debit,Visa,BoA,mobile,dev_00942,9.171.252.6,gmail.com,Firefox,Android,1440x900,51.825517,-17.456503,True,Home & Garden,merchant_06498,grocery,RU,False,0.1353,122
5760,2023-04-06 22:23:00,89.78,card_000161,credit,Mastercard,American Express,mobile,dev_03273,57.120.140.95,hotmail.com,Opera,Windows,1366x768,26.561946,-84.898699,True,Electronics,merchant_09215,gift_cards,FR,False,0.0425,188
9486,2023-04-06 22:28:00,258.07,card_000199,debit,Mastercard,American Express,desktop,dev_01836,233.236.168.168,company.com,Edge,Linux,1024x768,-18.504317,-132.262578,False,Services,merchant_08272,streaming,BR,False,0.1293,243
9646,2023-04-06 23:08:00,84.96,card_000065,credit,Discover,US Bank,mobile,dev_01306,224.202.94.220,hotmail.com,Edge,iOS,1920x1080,78.381299,73.692759,True,Electronics,merchant_07402,gas_station,US,False,0.017,463
9846,2023-04-06 23:28:00,7740.71,card_000176,visa,Mastercard,HSBC,desktop,dev_01011,198.150.133.205,temp_mail.com,Safari,Android,1366x768,46.99501,43.240818,True,Electronics,merchant_08211,online_retail,BR,True,0.8343,703
6404,2023-04-06 23:53:00,17.14,card_000137,visa,Mastercard,Wells Fargo,tablet,dev_00507,107.147.230.20,company.com,IE,Android,1920x1080,-50.01083,71.287066,False,Digital Content,merchant_07883,online_retail,AU,False,0.0575,283
9127,2023-04-07 00:48:00,59.36,card_000109,mastercard,Discover,American Express,tablet,dev_01839,223.31.71.166,outlook.com,Opera,Linux,2560x1440,-32.075164,-7.135531,True,Food & Grocery,merchant_02098,hotel,GB,False,0.1219,166
9335,2023-04-07 01:13:00,14.85,card_000180,credit,Discover,Chase,mobile,dev_04681,78.211.56.136,hotmail.com,Firefox,macOS,2560x1440,-76.355278,-57.038629,False,Services,merchant_09981,grocery,IN,False,0.104,305
6655,2023-04-07 01:38:00,307.18,card_000137,mastercard,Amex,Discover,mobile,dev_02620,85.94.180.140,gmail.com,Firefox,iOS,1440x900,11.604179,106.755219,True,Food & Grocery,merchant_01487,utilities,IN,False,0.0663,266
6383,2023-04-07 01:54:00,0.61,card_000019,visa,Visa,Chase,tablet,dev_00106,18.18.75.71,company.com,Safari,Linux,2560x1440,7.02707,-98.569935,True,Electronics,merchant_07891,dining,KR,False,0.0596,324
8890,2023-04-07 04:11:00,19.48,card_000010,mastercard,Amex,Discover,mobile,dev_02811,1.178.157.137,gmail.com,Chrome,iOS,1024x768,25.092618,-128.052369,True,Home & Garden,merchant_05841,cryptocurrency,DE,False,0.1537,387
1236,2023-04-07 04:48:00,72.7,card_000027,amex,Visa,Capital One,tablet,dev_04763,237.46.87.220,company.com,Edge,Android,1024x768,-51.686985,60.751172,False,Sports,merchant_07847,dating_apps,JP,False,0.1086,455
1798,2023-04-07 05:34:00,21.76,card_000142,visa,Mastercard,Chase,desktop,dev_03039,95.165.174.170,gmail.com,Firefox,iOS,1366x768,67.130771,130.90428,False,Beauty,merchant_00108,online_retail,BR,False,0.0743,299
1706,2023-04-07 05:40:00,178.0,card_000153,credit,Discover,Capital One,desktop,dev_01868,123.212.65.147,yahoo.com,Edge,iOS,1366x768,-57.07368,-132.762426,True,Toys,merchant_04287,gift_cards,GB,False,0.1183,66
